#{"t_start": 1727522183.255062, "env_id": "BipedalWalker-v3"}
r,l,t
-51.007527,1600,476.13828
-48.13216,1600,476.84566
-87.376851,146,476.886164
-92.892914,196,476.941363
-55.68471,1600,477.625905
-34.494535,1600,478.317444
-64.646725,1600,478.990546
-32.263449,1600,479.417938
-42.896938,1600,480.14115
-96.19288,281,480.217772
-96.583667,334,480.566967
-27.836822,1600,481.027772
-56.734292,1600,481.713627
-37.619703,1600,482.401751
-85.139003,1600,483.083654
-109.925736,1600,483.522303
-56.519954,1600,484.255485
-81.809573,1600,484.942013
-15.955484,1600,485.635135
-95.72297,274,485.716859
-117.573121,896,485.95785
-33.472066,1600,486.667163
-121.654186,74,486.68799
-44.833488,1600,487.416417
-64.333439,1600,488.101346
-57.581874,1600,488.81345
-88.670161,166,488.865972
-53.124938,1600,489.357764
-92.619217,249,489.680514
-60.008464,1600,490.163858
-44.691008,1600,490.916571
-88.058197,1600,491.614089
-90.204476,167,491.667745
-57.917464,1600,492.426502
-90.683374,189,492.489176
-44.265411,1600,493.223745
-101.164817,1600,493.687546
-43.07343,1600,494.465356
-94.748936,1600,495.181929
-58.214615,1600,495.935023
-30.114335,1600,496.653953
-28.182962,1600,497.151037
-24.257948,1600,497.886331
-47.20129,1600,498.628028
-6.232553,1600,499.355077
-66.428638,1600,499.834805
-88.039294,153,500.139102
-89.99662,173,500.195781
-21.392175,1600,500.688773
-24.008362,1600,501.442167
-33.97598,1600,502.195528
-89.06542,162,502.247948
-28.852609,1600,502.984237
-92.38952,253,503.07089
-42.038349,1600,503.80567
-158.089378,1600,504.300132
-93.03717,235,504.660117
-90.419495,190,504.729628
-90.986987,1600,505.207869
-89.696269,169,505.523277
-149.518886,1600,506.071393
-150.37023,1600,506.850875
-99.704687,1600,507.58674
-47.952248,1600,508.321047
-133.579924,1600,508.822139
-144.334828,1600,509.589239
-89.839804,177,509.641789
-91.826764,207,509.700185
-22.320167,1600,510.469631
-95.135046,268,510.548588
-17.462559,1600,511.313954
-90.223718,192,511.372009
-86.874331,1600,512.113693
-48.902243,1600,512.853684
-63.310912,1600,513.594935
-90.702811,167,513.653368
-92.94997,229,513.732332
-94.311506,1600,514.464247
-77.587341,429,514.605413
-64.00853,1600,515.342986
-34.377362,1600,515.843181
-32.403169,1600,516.610483
-90.435694,1600,517.347481
-153.361234,1600,518.105264
-91.050562,216,518.180078
-39.479335,1600,518.921114
-77.984087,1600,519.414552
-95.436842,261,519.489478
-74.241707,1600,520.259592
-103.798157,1600,521.045932
-51.956625,1600,521.791619
-88.080898,168,521.851652
-40.461414,1600,522.585239
-127.116977,1600,523.080669
-93.564228,225,523.40623
-120.13168,70,523.429973
-54.659829,1600,523.928312
-67.686672,1600,524.679628
-52.88367,1600,525.42567
-128.425277,1600,526.180585
-122.330311,98,526.21451
-81.548059,1600,526.938733
-116.372652,69,526.961719
-98.16492,1600,527.478848
-63.374026,1600,528.223551
-116.349517,65,528.243929
-77.307915,1600,528.985317
-76.692614,1600,529.709764
-28.509056,1600,530.44627
-49.216323,1600,530.941455
-80.21489,1600,531.689588
-66.926088,1600,532.428683
-71.234015,1600,533.158465
-50.649254,1600,533.640346
-119.92118,1600,534.418341
-80.253956,1600,535.149506
-66.502136,1600,535.87753
-69.451916,1600,536.64709
-101.148255,368,536.776882
-130.078549,1600,537.29588
-60.383806,1600,538.052905
-121.067587,78,538.076294
-38.757855,1600,538.836852
-86.053348,1600,539.582879
-105.410102,1600,540.334238
-120.109534,70,540.359093
-138.189813,1600,540.861022
-81.013695,1600,541.606336
-96.319651,320,541.696903
-88.485459,467,542.096616
-34.179088,1600,542.583105
-78.959946,1600,543.346163
-92.72762,1600,544.096801
-96.159787,321,544.196479
-43.873276,1600,544.953868
-62.692189,1600,545.687737
-87.756291,175,545.751351
-54.862625,1600,546.495438
-94.627392,1600,546.99302
-73.919483,1600,547.75505
-96.455804,1600,548.516377
-51.711719,1600,549.255653
-36.530011,1600,549.755003
-41.425649,1600,550.523944
-69.783271,1600,551.287199
-50.593724,1600,552.03973
-53.983354,1600,552.832416
-89.596578,438,552.994013
-78.249353,1600,553.741294
-91.685056,228,553.824242
-137.954563,1600,554.348518
-60.537542,1600,555.139555
-156.709764,1600,555.934149
-40.50447,1600,556.705604
-34.415575,1600,557.470609
-121.931124,89,557.503957
-120.624162,69,557.529575
-47.110697,1600,558.028592
-89.662513,191,558.359609
-123.17839,89,558.393332
-116.661918,53,558.413792
-108.041282,1600,558.939192
-120.759007,70,558.961122
-49.768687,1600,559.771639
-42.452737,1600,560.564278
-123.717908,96,560.59661
-88.242983,174,560.654416
-92.084287,210,560.720125
-55.349281,1600,561.529911
-79.550634,1600,562.318943
-48.251752,1600,563.125482
-123.199121,89,563.161282
-80.263476,309,563.281464
-65.131546,1600,564.106369
-89.639736,1600,564.652283
-89.664189,182,564.709466
-118.446293,1600,565.546237
-90.144802,171,565.602172
-66.728567,1600,566.439006
-56.381952,1600,567.27155
-76.521764,1600,568.083637
-81.911507,1600,568.684545
-88.723778,423,569.131874
-48.309163,1600,569.706234
-57.987916,1600,570.575205
-65.899842,1600,571.447945
-91.810036,205,571.523127
-123.246866,1600,572.388192
-43.151837,1600,573.272474
-89.599955,174,573.351653
-94.129691,272,573.469198
-44.827507,1600,574.347812
-73.056683,1600,574.937183
-91.03433,455,575.42118
-99.556128,1600,576.035038
-95.195695,275,576.467659
-115.313734,1600,577.103996
-37.976361,1600,578.075369
-91.844377,1600,579.044054
-31.776821,1600,580.002651
-116.312293,1600,580.679033
-91.928577,210,581.111336
-86.736443,168,581.194069
-9.569334,1600,581.853336
-101.797827,1600,582.89
-72.217562,1600,583.935038
-45.110915,1600,585.142804
-89.733707,179,585.245794
-30.288246,1600,586.391578
-72.33168,1600,587.142792
-84.489041,423,587.74199
-86.977892,1600,588.520746
-94.132274,1600,589.723235
-31.217815,1600,590.970874
-90.482004,199,591.08244
-88.058703,168,591.1745
-125.087337,804,591.980077
-21.525924,1600,592.860282
-48.576381,1600,594.107272
-62.252017,1600,595.432061
-90.110371,1600,596.817551
-91.45229,239,597.00061
-43.592667,1600,598.437856
-101.2454,380,598.740191
-86.797,1600,602.672279
