#{"t_start": 1727524353.952538, "env_id": "BipedalWalker-v3"}
r,l,t
-35.283593,1600,711.869865
-33.62873,1600,712.895369
-121.893086,1032,713.344358
-41.170835,1600,714.357758
-32.757288,1600,715.377611
-32.260606,1600,716.370802
-35.976704,1600,717.050269
-39.071245,1600,718.07353
-31.693096,1600,719.160929
-24.323623,1600,720.116653
-39.92826,1600,720.749426
-14.902974,1600,721.80449
-54.768951,1600,722.783714
-27.662895,1600,723.791202
-34.508286,1600,724.760085
-36.028884,1600,725.41096
-35.138218,1600,726.416838
-37.190201,1600,727.408303
-112.367247,765,727.723746
-122.297121,997,728.499713
-15.908142,1600,729.497954
-15.681422,1600,730.188244
-113.616327,857,730.901056
-15.202847,1600,731.907726
-32.565456,1600,732.556615
-15.746303,1600,733.644522
-24.391118,1600,734.755813
-105.178624,628,735.018436
-28.684045,1600,736.023426
-30.859722,1600,737.026447
-19.568184,1600,738.032777
-22.125587,1600,738.731881
-19.073968,1600,739.785037
-19.744911,1600,740.817135
-28.172695,1600,741.833348
-20.705214,1600,742.511924
-108.468482,638,743.144339
-49.706268,1600,744.098525
-121.000489,1255,744.671473
-34.92603,1600,745.700081
-93.850785,282,745.816494
-34.346332,1600,746.832484
-32.576644,1600,747.830488
-36.78647,1600,748.465117
-29.850021,1600,749.481963
-35.124123,1600,750.571548
-28.589288,1600,751.55923
-93.434439,272,751.683793
-35.065793,1600,752.655007
-36.092399,1600,753.292872
-26.913509,1600,754.288728
-30.56553,1600,755.281604
-44.793191,1600,756.290008
-35.132958,1600,757.240234
-25.073383,1600,757.874923
-29.775013,1600,758.873448
-106.445509,576,759.089557
-34.908461,1600,760.075476
-25.185081,1600,761.061016
-27.268276,1600,762.022128
-35.582071,1600,762.971536
-25.106439,1600,763.629145
-35.753912,1600,764.62689
-30.980039,1600,765.594223
-30.883682,1600,766.640667
-34.736151,1600,767.264643
-93.731405,318,767.741436
-95.076944,298,767.883177
-33.543009,1600,768.831003
-25.9903,1600,769.48579
-33.566298,1600,770.479319
-44.214753,1600,771.490027
-22.028311,1600,772.441853
-92.702431,240,772.556444
-46.352223,1600,773.503245
-42.656763,1600,774.188362
-92.766441,245,774.277537
-89.922074,206,774.696652
-27.452615,1600,775.344659
-91.951552,251,775.434753
-27.306969,1600,776.452289
-92.814445,258,776.545365
-92.890593,259,776.969392
-16.453239,1600,777.623592
-24.692941,1600,778.648603
-91.007407,230,778.736949
-92.3424,252,778.82944
-28.680688,1600,779.819256
-28.107657,1600,780.799105
-36.17443,1600,781.782623
-90.195181,205,781.882622
-31.835288,1600,782.85327
-26.187173,1600,783.536469
-29.262682,1600,784.505028
-24.577538,1600,785.498188
-16.206758,1600,786.429202
-27.814969,1600,787.043806
-94.89443,261,787.470001
-46.101872,1600,788.144129
-26.726252,1600,789.093776
-91.725443,241,789.181004
-59.419903,1600,790.175297
-11.882978,1600,791.113618
-94.450233,277,791.227763
-17.921616,1600,792.172849
-30.279218,1600,793.113178
-92.894665,262,793.230844
-26.400324,1600,793.85775
-90.388058,194,794.248299
-29.830762,1600,794.884358
-91.79182,241,794.971037
-92.361204,265,795.389253
-30.577798,1600,796.024607
-27.970932,1600,796.970752
-23.284628,1600,797.925179
-21.338135,1600,798.909759
-27.399285,1600,799.526199
-25.273132,1600,800.496174
-21.807344,1600,801.517181
-91.26594,232,801.608005
-95.381111,272,801.707903
-23.008602,1600,802.679722
-18.094516,1600,803.719652
-30.052792,1600,804.711478
-90.866813,180,804.798208
-27.638571,1600,805.410389
-45.532814,1600,806.418674
-27.714996,1600,807.444074
-26.154787,1600,808.412175
-92.618992,255,808.52362
-18.090646,1600,809.504094
-92.928517,266,809.629387
-93.093391,271,809.744564
-22.32853,1600,810.74932
-20.255634,1600,811.730183
-16.715484,1600,812.434094
-22.736043,1600,813.422613
-28.477149,1600,814.509053
-13.554685,1600,815.516001
-20.183293,1600,816.200659
-94.529026,273,816.650307
-93.015754,250,816.770702
-90.298748,229,816.879642
-15.957873,1600,817.855987
-92.160581,249,817.973386
-94.983332,321,818.121739
-15.769508,1600,819.13275
-92.789758,237,819.244457
-25.986151,1600,820.193782
-29.39134,1600,820.855352
-23.539295,1600,821.858927
-13.620987,1600,822.890105
-23.257174,1600,823.856475
-41.15451,1600,824.528115
-94.796193,279,825.480927
-92.748363,264,825.623898
-16.265882,1600,826.636613
-20.025734,1600,827.667555
-19.026393,1600,828.782027
-26.576873,1600,829.907472
-24.687791,1600,830.944738
-30.931743,1600,831.624117
-93.90324,242,832.074414
-16.229917,1600,832.791455
-23.763553,1600,833.84572
-28.151545,1600,834.852118
-95.007825,288,834.97626
-98.696867,370,835.123566
-93.946067,285,835.23112
-11.165661,1600,836.269633
-28.605246,1600,837.282121
-91.74259,245,837.387065
-92.919584,239,837.484259
-93.527254,230,837.574075
-18.2894,1600,838.639237
-32.62366,1600,839.633808
-91.874305,249,839.746874
-94.297044,259,839.856818
-28.035451,1600,840.849528
-91.498076,234,840.952872
-28.772072,1600,841.990535
-93.730085,250,842.111361
-91.050374,243,842.214614
-94.930051,291,842.332572
-94.94146,308,842.451544
-69.035758,1600,843.530959
-92.38891,230,843.621375
-94.844529,291,843.73246
-93.531976,252,843.824245
-92.338339,282,844.303493
-27.889056,1600,844.982579
-93.593066,280,845.083966
-25.506238,1600,846.223392
-17.953424,1600,847.333652
-91.564566,252,847.432604
-22.66697,1600,848.470714
-13.384268,1600,849.532558
-24.962321,1600,850.544487
-92.762726,247,850.662702
-30.390948,1600,851.31782
-27.49348,1600,852.396552
-27.391134,1600,853.448334
-22.481901,1600,854.451026
-67.63119,1600,855.462979
-18.295604,1600,856.190834
-16.977737,1600,857.264786
-22.77376,1600,858.265289
-38.829593,1600,859.255594
-19.36356,1600,859.935322
-23.807717,1600,861.006069
-92.794325,278,861.106941
-94.461761,303,861.559485
-33.863789,1600,862.325076
-94.674728,268,862.428335
-93.855926,288,862.895954
-21.499469,1600,863.574063
-22.870546,1600,864.609782
-17.106781,1600,865.616073
-104.245333,485,865.806382
-22.100357,1600,866.800958
-34.095627,1600,867.777726
-95.011704,301,867.9124
-20.032166,1600,868.897455
-61.465878,1600,869.549548
-25.02841,1600,870.508304
-42.88137,1600,871.52495
-25.951875,1600,872.449283
-93.769321,275,872.567241
-21.472465,1600,873.484855
-25.371664,1600,874.098179
-66.132707,1600,875.048034
-21.417447,1600,876.058393
-56.59511,1600,877.032754
-17.775019,1600,878.014314
-18.199288,1600,878.709861
-28.846868,1600,879.713608
-39.891213,1600,880.664529
-93.285264,295,880.779172
-92.086355,266,880.876318
-15.71164,1600,881.811759
-22.906475,1600,882.781713
-19.365623,1600,883.71347
-40.56038,1600,884.403219
-95.124702,312,884.509239
-34.34538,1600,885.50008
-93.456927,276,885.594008
-15.816673,1600,886.586146
-49.464418,1600,887.529452
-18.793356,1600,888.491106
-29.998521,1600,889.415151
-63.479397,1600,890.091302
-94.621727,282,890.188333
-51.503677,1600,891.150321
-22.801068,1600,892.12811
-30.991662,1600,893.091182
-30.631631,1600,894.066158
-93.571114,292,894.208724
-38.595254,1600,894.820983
-37.98551,1600,895.837897
-36.040193,1600,896.83768
-29.129854,1600,897.801857
-77.346075,1600,898.706536
-24.961638,1600,899.364554
-91.447084,238,899.760943
-18.59282,1600,900.452403
-37.046764,1600,901.44075
-28.900626,1600,902.407084
-43.52112,1600,903.343668
-27.103028,1600,903.981198
-37.045204,1600,904.988786
-94.971565,275,905.084323
-43.183083,1600,906.042887
-93.495943,256,906.136152
-55.883365,1600,907.077683
-71.224449,1600,908.059156
-45.805253,1600,908.973409
-64.748301,1600,909.60522
-94.418051,280,910.089988
-93.831211,267,910.221238
-92.487903,220,910.325568
-18.863467,1600,911.322768
-38.877247,1600,911.996926
-25.186446,1600,913.071306
-21.165908,1600,914.054237
-21.742874,1600,915.073922
-22.108797,1600,915.738034
-29.847314,1600,916.780172
-26.8851,1600,917.78653
-59.745467,1600,918.811219
-39.509489,1600,919.782497
-37.516401,1600,920.458571
-69.511341,1600,921.464131
-93.483551,268,921.569189
-22.056439,1600,922.617769
-17.193266,1600,923.683048
-26.406069,1600,924.659267
-23.836402,1600,925.401229
-91.982685,249,925.487955
-23.865222,1600,926.578785
-30.19953,1600,927.559484
-29.383866,1600,928.563628
-38.349531,1600,929.549421
-94.007781,292,929.687891
-14.381244,1600,930.666748
-42.977087,1600,931.343435
-14.582934,1600,932.381255
-69.50978,1600,933.37909
-27.33545,1600,934.299358
-94.264284,308,934.443546
-27.888636,1600,935.40829
-26.059561,1600,936.061922
-92.38643,268,936.475471
-24.451321,1600,937.12201
-91.916736,246,937.210273
-29.678065,1600,938.202318
-38.199525,1600,939.194232
-46.330722,1600,940.11563
-29.68551,1600,941.057706
-23.079705,1600,941.774151
-47.886419,1600,942.828143
-93.187382,288,942.933137
-21.275473,1600,943.950585
-23.170474,1600,944.896984
-95.559345,308,945.02562
-22.103335,1600,946.008618
-77.695169,1600,946.959418
-24.348732,1600,947.644854
-80.720555,1600,948.613664
-12.766469,1600,949.611671
-96.147035,1600,950.539845
-13.072378,1600,951.184649
-14.967254,1600,952.180252
-94.020697,281,952.28281
-24.486539,1600,953.25431
-36.381944,1600,954.216058
-92.064188,238,954.312965
-92.782049,249,954.41081
-42.053691,1600,955.38649
-52.02918,1600,956.321898
-31.924556,1600,956.985405
-91.43405,249,957.410441
-82.343806,1600,958.083304
-14.306628,1600,959.112368
-38.879181,1600,960.072218
-42.239027,1600,961.005718
-19.962958,1600,961.949776
-30.87606,1600,962.593374
-91.432145,238,962.678595
-76.738756,1600,963.685461
-93.001724,245,963.77274
-50.399913,1600,964.721465
-25.607534,1600,965.668347
-50.437442,1600,966.608046
-55.749231,1600,967.226249
-44.440362,1600,968.198023
-28.578942,1600,969.148306
-90.283652,222,969.234887
-94.212,283,969.338071
-43.878253,1600,970.312117
-90.58641,232,970.402058
-39.634234,1600,971.353179
-34.291323,1600,972.289036
-22.146164,1600,972.918523
-27.380878,1600,973.930719
-33.664101,1600,974.942864
-28.032686,1600,975.89457
-41.713754,1600,976.8414
-57.20799,1600,977.472754
-33.085463,1600,978.430114
-92.543041,272,978.528219
-91.977708,247,978.616347
-26.262898,1600,979.58472
-91.582074,262,979.681197
-93.985777,281,979.778197
-98.550401,384,980.267976
-34.398299,1600,980.872405
-40.209189,1600,981.851042
-32.808181,1600,982.805941
-16.051179,1600,983.764164
-34.261932,1600,984.672379
-7.943515,1600,985.319912
-12.013868,1600,986.284062
-33.981574,1600,987.229268
-92.641783,249,987.327743
-75.51182,1600,988.274602
-31.388225,1600,989.17834
-12.65317,1600,989.839109
-95.473722,324,990.336894
-33.181067,1600,990.983684
-92.233187,232,991.066764
-43.314491,1600,992.027648
-32.766822,1600,992.988229
-29.042409,1600,993.92003
-52.959787,1600,994.837376
-24.824637,1600,995.474609
-37.525457,1600,996.42873
-93.592886,297,996.537386
-92.081152,266,996.633175
-30.993241,1600,997.604217
-62.495117,1600,998.543473
-92.232455,259,998.644711
-43.476102,1600,999.600886
-89.59084,222,999.691434
-45.113673,1600,1000.619984
-33.993894,1600,1001.527165
-94.926359,291,1001.660704
-91.594432,238,1001.77164
-28.561506,1600,1002.67829
-72.760385,1600,1003.302946
-91.582148,249,1003.389764
-66.013361,1600,1004.398514
-94.243622,319,1004.50784
-36.270615,1600,1005.485382
-95.56915,316,1005.601003
-92.971931,274,1005.704662
-92.923839,273,1006.28062
-90.526497,241,1006.405657
-93.603171,277,1006.532493
-45.989692,1600,1007.466419
-39.456897,1600,1008.086696
-9.495948,1600,1009.064041
-93.109359,273,1009.162852
-100.023797,424,1009.642033
-45.054245,1600,1010.274719
-50.176524,1600,1011.260219
-26.25834,1600,1012.231806
-31.664283,1600,1013.143794
-91.941967,263,1013.266048
-93.104225,272,1013.379324
-51.477651,1600,1014.291716
-27.132071,1600,1014.903207
-36.189116,1600,1015.850955
-52.78882,1600,1016.79448
-93.991161,281,1016.89669
-37.575955,1600,1017.814318
-33.904548,1600,1018.716707
-28.704644,1600,1019.594194
-12.551892,1600,1020.247321
-49.703528,1600,1021.157659
-32.396324,1600,1022.074227
-37.940004,1600,1022.959965
-20.09957,1600,1023.541353
-94.104265,284,1023.953345
-39.833681,1600,1024.55485
-94.537738,288,1024.958494
-43.66928,1600,1025.573202
-95.596923,313,1025.678852
-38.118358,1600,1026.576316
-36.852851,1600,1027.471739
-93.259847,285,1027.574467
-37.104647,1600,1028.454283
-48.808076,1600,1029.304257
-95.439195,313,1029.432471
-36.235906,1600,1030.277375
-29.835907,1600,1030.886447
-49.61169,1600,1031.758271
-91.555034,259,1031.843304
-43.769968,1600,1032.708602
-34.052693,1600,1033.563235
-43.498673,1600,1034.389848
-94.303469,318,1034.519567
-92.248504,286,1034.626496
-39.12774,1600,1035.455407
-46.077158,1600,1036.273862
-93.236289,289,1036.386394
-45.141854,1600,1036.920166
-42.578281,1600,1037.79646
-43.776585,1600,1038.693062
-93.588784,305,1038.796351
-31.583379,1600,1039.639945
-90.71771,258,1039.730482
-33.415704,1600,1040.54587
-34.340471,1600,1041.348609
-91.983346,241,1041.447441
-92.653712,274,1041.552924
-17.283138,1600,1042.351908
-33.491337,1600,1042.887615
-53.321008,1600,1043.72334
-90.971,234,1043.796867
-33.966323,1600,1044.629206
-43.136543,1600,1045.427195
-92.339864,278,1045.521924
-68.58506,1600,1046.336679
-44.294771,1600,1047.115826
-43.685113,1600,1047.643551
-39.920599,1600,1048.44499
-23.420716,1600,1049.260679
-93.701193,266,1049.350344
-22.95584,1600,1050.156804
-92.483041,279,1050.252939
-33.631868,1600,1051.089416
-26.029278,1600,1051.88137
-34.519805,1600,1052.414417
-27.120901,1600,1053.229802
-81.273786,1600,1054.031017
-53.807417,1600,1054.825029
-64.012606,1600,1055.335079
-42.589037,1600,1056.14423
-73.385116,1600,1056.95844
-90.548684,257,1057.04217
-48.162671,1600,1057.876104
-38.893551,1600,1058.676515
-91.010984,271,1058.775712
-45.21032,1600,1059.540842
-93.600194,279,1059.649885
-73.792423,1600,1060.443415
-44.505934,1600,1060.981346
-93.088517,299,1061.071529
-34.201795,1600,1061.926366
-48.768239,1600,1062.741425
-60.653567,1600,1063.550973
-44.706597,1600,1064.331191
-49.275845,1600,1064.832547
-66.246471,1600,1065.62529
-45.178852,1600,1066.447944
-54.918266,1600,1067.232533
-65.163823,1600,1068.021543
-22.236667,1600,1068.572774
-92.157063,280,1068.655294
-29.153835,1600,1069.460297
-49.815245,1600,1070.276118
-56.42637,1600,1071.035431
-51.418767,1600,1071.78384
-33.810889,1600,1072.290732
-35.602529,1600,1073.060005
-49.700781,1600,1073.810592
-56.35216,1600,1074.561472
-56.642438,1600,1075.044137
-30.686137,1600,1075.812562
-58.471917,1600,1076.563905
-60.394839,1600,1077.294336
-61.858534,1600,1078.036836
-28.812048,1600,1078.550337
-56.793285,1600,1079.315042
-71.185273,1600,1080.062435
-68.184203,1600,1080.798311
-45.583769,1600,1081.317768
-56.503295,1600,1082.078499
-55.273184,1600,1082.928477
-61.808667,1600,1083.664907
-94.068277,307,1083.768498
-66.198826,1600,1084.509593
-93.17565,288,1084.607957
-46.530179,1600,1085.340009
-55.58914,1600,1085.862953
-93.242235,288,1086.23713
-60.584967,1600,1086.730377
-93.691078,290,1087.080537
-25.676454,1600,1087.583193
-53.202647,1600,1088.391689
-64.836944,1600,1089.12253
-52.472928,1600,1089.875732
-49.988246,1600,1090.390987
-90.22169,248,1090.746878
-59.713307,1600,1091.27878
-144.298361,1449,1092.009226
-93.600319,331,1092.11421
-104.103049,518,1092.260474
-54.539342,1600,1093.081284
-45.63999,1600,1093.86297
-60.168918,1600,1094.605647
-53.216261,1600,1095.407405
-54.161306,1600,1095.943739
-36.252634,1600,1096.72574
-93.314892,284,1096.809848
-31.643586,1600,1097.585569
-29.664597,1600,1098.363631
-45.033666,1600,1099.136065
-38.218963,1600,1099.64943
-64.150689,1600,1100.39611
-91.096521,227,1100.463479
-20.933841,1600,1101.238109
-24.468766,1600,1102.036798
-92.152328,289,1102.1304
-23.864426,1600,1102.905943
-11.210573,1600,1103.666564
-93.118629,276,1103.761288
-77.386848,1600,1104.232219
-93.233495,296,1104.594317
-43.515948,1600,1105.120323
-90.9772,1600,1105.878778
-43.244643,1600,1106.678997
-92.461828,248,1106.756262
-25.116516,1600,1107.541339
-93.064425,280,1107.631799
-37.68558,1600,1108.412532
-92.909032,329,1108.520977
-28.493595,1600,1109.307412
-40.810261,1600,1110.084443
-65.606453,1600,1110.578496
-53.850874,1600,1111.340949
-48.058897,1600,1112.103318
-91.05747,262,1112.189765
-36.491692,1600,1112.944804
-35.837125,1600,1113.72742
-91.765819,275,1113.819759
-48.745762,1600,1114.300346
-53.681215,1600,1115.072762
-63.502865,1600,1115.818992
-38.269769,1600,1116.558533
-36.744834,1600,1117.354027
-69.298537,1600,1117.862322
-57.294448,1600,1118.650445
-42.956092,1600,1119.438911
-45.289663,1600,1120.167775
-30.030147,1600,1120.684759
-41.230164,1600,1121.514471
-27.737899,1600,1122.295988
-42.839572,1600,1123.036884
-79.440429,1600,1123.773196
-39.792428,1600,1124.293614
-87.721981,1600,1125.047663
-27.360724,1600,1125.856354
-49.196453,1600,1126.592602
-28.319516,1600,1127.389304
-27.210811,1600,1127.9417
-91.874108,228,1128.006704
-28.344035,1600,1128.81956
-42.123526,1600,1129.607502
-35.302467,1600,1130.361548
-93.498739,293,1130.464179
-44.35719,1600,1131.199286
-28.691637,1600,1131.726868
-35.65547,1600,1132.527169
-43.154571,1600,1133.341722
-93.549174,292,1133.430496
-45.797444,1600,1134.306045
-86.312367,1600,1135.050106
-35.329744,1600,1135.836104
-28.286124,1600,1136.371856
-27.575692,1600,1137.169648
-93.797325,299,1137.260903
-41.684874,1600,1138.065158
-45.468009,1600,1138.846893
-23.440874,1600,1139.651085
-30.757321,1600,1140.197718
-94.751023,314,1140.551488
-27.419974,1600,1141.106256
-63.292211,1600,1141.87772
-35.857832,1600,1142.652003
-94.444374,286,1142.751479
-64.451719,1600,1143.49484
-54.010175,1600,1144.24176
-91.126227,277,1144.344216
-30.464965,1600,1144.888494
-28.758181,1600,1145.721581
-33.978662,1600,1146.530918
-48.021618,1600,1147.334664
-28.032592,1600,1148.12891
-47.474458,1600,1148.633591
-51.601324,1600,1149.412441
-89.402473,189,1149.471258
-38.438602,1600,1150.348355
-27.024006,1600,1151.146327
-37.504002,1600,1151.930451
-35.178224,1600,1152.435094
-57.912858,1600,1153.214352
-39.562299,1600,1153.997523
-30.2991,1600,1154.773852
-47.329142,1600,1155.251134
-100.882446,1600,1156.028479
-94.884203,1600,1156.803091
-34.863849,1600,1157.615551
-30.209374,1600,1158.434065
-45.48501,1600,1158.92179
-28.549281,1600,1159.735031
-37.876898,1600,1160.514056
-96.432927,407,1160.642277
-34.328885,1600,1161.423896
-33.086504,1600,1162.187808
-39.504162,1600,1162.94055
-39.059837,1600,1163.498934
-52.983181,1600,1164.252679
-46.513353,1600,1165.023647
-54.016973,1600,1165.780276
-42.057281,1600,1166.312261
-24.086911,1600,1167.12659
-33.7036,1600,1167.957781
-91.877783,248,1168.035475
-42.351034,1600,1168.803096
-93.221886,333,1168.913445
-52.395357,1600,1169.677697
-60.820416,1600,1170.430814
-46.562407,1600,1170.960248
-66.237425,1600,1171.740165
-36.149101,1600,1172.565186
-46.208175,1600,1173.372067
-47.773599,1600,1174.163628
-105.716811,1600,1174.688075
-37.489747,1600,1175.525121
-37.649136,1600,1176.335895
-35.54463,1600,1177.125635
-42.202465,1600,1177.679794
-88.166756,191,1178.005408
-41.32813,1600,1178.556874
-61.839207,1600,1179.335062
-49.614556,1600,1180.151376
-40.343511,1600,1180.952708
-33.328272,1600,1181.467004
-37.884218,1600,1182.347266
-41.631801,1600,1183.139787
-36.043874,1600,1183.949447
-90.591866,257,1184.042841
-39.965351,1600,1184.872554
-42.034352,1600,1185.396215
-77.03121,1600,1186.19719
-89.824791,233,1186.269034
-25.639096,1600,1187.114251
-62.886779,1600,1187.93971
-89.251957,233,1188.020058
-47.22532,1600,1188.861014
-86.831734,1600,1189.633386
-40.806084,1600,1190.205726
-51.093221,1600,1191.026978
-42.534725,1600,1191.880442
-45.848978,1600,1192.68952
-53.280898,1600,1193.251806
-52.27483,1600,1194.121773
-55.616017,1600,1194.917324
-33.325539,1600,1195.713035
-52.950938,1600,1196.536456
-65.799227,1600,1197.051286
-93.856253,279,1197.408602
-52.110417,1600,1198.026127
-42.951755,1600,1198.854731
-44.046789,1600,1199.646177
-34.585223,1600,1200.475216
-73.31572,1600,1200.991405
-53.445782,1600,1201.843006
-86.869312,1600,1202.637606
-48.065262,1600,1203.416461
-32.958364,1600,1204.21025
-58.34278,1600,1204.790189
-56.464828,1600,1205.635669
-38.335933,1600,1206.421273
-28.659992,1600,1207.203833
-36.656778,1600,1207.727623
-40.059663,1600,1208.550684
-88.955628,193,1208.612445
-53.680799,1600,1209.497072
-40.604149,1600,1210.339299
-80.470761,1600,1211.113942
-78.184905,1600,1211.635918
-90.489127,234,1211.990592
-55.055322,1600,1212.518997
-89.196001,234,1212.588921
-89.213617,218,1212.940582
-38.007741,1600,1213.467292
-43.981181,1600,1214.301305
-36.226431,1600,1215.104238
-40.913215,1600,1215.908405
-55.606634,1600,1216.458278
-89.546431,219,1216.805692
-45.602166,1600,1217.328115
-42.461367,1600,1218.131382
-47.829213,1600,1218.942313
-23.606008,1600,1219.720639
-57.701055,1600,1220.487979
-50.013873,1600,1221.033818
-90.258833,225,1221.102968
-87.174459,1600,1221.894118
-89.500851,225,1221.964217
-90.72793,259,1222.042662
-94.511086,1600,1222.84456
-67.172914,1600,1223.641125
-51.123775,1600,1224.436812
-74.104384,1600,1225.203037
-63.138133,1600,1225.787138
-64.257815,1600,1226.626896
-43.26712,1600,1227.405516
-88.754215,202,1227.476193
-47.728992,1600,1228.240156
-67.911865,1600,1229.007344
-91.724206,217,1229.086404
-46.935526,1600,1229.606064
-53.730449,1600,1230.433514
-33.940625,1600,1231.235366
-45.329075,1600,1232.013991
-89.890744,195,1232.08981
-94.380852,342,1232.208943
-89.503833,190,1232.273155
-45.413,1600,1233.08105
-27.120514,1600,1233.871913
-23.740179,1600,1234.401808
-59.643857,1600,1235.222115
-45.191792,1600,1236.042721
-45.466182,1600,1236.855149
-90.377788,190,1236.924993
-89.037183,209,1236.997333
-42.594857,1600,1237.806152
-35.301973,1600,1238.595614
-40.596979,1600,1239.136601
-45.672311,1600,1239.968036
-32.258955,1600,1240.778091
-89.089137,210,1240.850953
-30.376529,1600,1241.671458
-58.543281,1600,1242.472304
-90.539957,209,1242.554767
-21.896138,1600,1243.07871
-37.968345,1600,1243.907123
-37.898183,1600,1244.717677
-90.568068,231,1244.793925
-45.808928,1600,1245.634701
-89.903763,222,1245.716224
-45.831322,1600,1246.572635
-92.62207,245,1246.663093
-36.390042,1600,1247.469419
-39.287329,1600,1248.016639
-41.089126,1600,1248.838671
-90.190023,224,1248.909092
-53.745366,1600,1249.763085
-63.811521,1600,1250.567211
-23.868934,1600,1251.393609
-85.52469,1600,1252.1782
-42.120875,1600,1252.73339
-90.281616,212,1252.799402
-93.115091,256,1253.156654
-91.865675,282,1253.259507
-45.058266,1600,1253.802637
-94.773315,286,1254.176306
-42.505814,1600,1254.726803
-46.065366,1600,1255.547162
-46.32145,1600,1256.366868
-108.934848,1600,1257.128583
-68.639521,1600,1257.634826
-41.081455,1600,1258.465347
-89.848225,206,1258.528677
-50.716042,1600,1259.329785
-43.096648,1600,1260.116221
-41.184212,1600,1260.912789
-89.671652,234,1260.998397
-40.345237,1600,1261.823723
-50.236774,1600,1262.33952
-43.644592,1600,1263.181913
-90.935229,241,1263.255811
-23.640781,1600,1264.053524
-91.183427,256,1264.135471
-39.258216,1600,1264.956918
-28.296229,1600,1265.744676
-91.381226,225,1265.83126
-47.1867,1600,1266.605245
-89.70935,228,1266.690633
-38.043767,1600,1267.471437
-38.273511,1600,1268.035722
-89.561971,215,1268.100128
-91.211695,231,1268.445552
-88.137916,189,1268.515102
-34.679937,1600,1269.07322
-76.037108,1600,1269.871559
-18.729918,1600,1270.681954
-31.255201,1600,1271.473255
-48.068978,1600,1272.268028
-38.865841,1600,1272.815892
-89.451341,217,1272.892052
-26.383829,1600,1273.801602
-27.077619,1600,1274.655639
-28.313145,1600,1275.505402
-91.799815,240,1275.594661
-27.564687,1600,1276.441372
-29.532764,1600,1276.994752
-51.563563,1600,1277.831636
-23.99565,1600,1278.681241
-28.645919,1600,1279.496174
-89.60404,197,1279.569496
-20.467459,1600,1280.366142
-32.909454,1600,1280.916989
-38.063621,1600,1281.770905
-90.133938,202,1281.833593
-21.371694,1600,1282.648609
-71.222002,1600,1283.455298
-25.112098,1600,1284.252957
-32.868272,1600,1284.811272
-17.326186,1600,1285.64189
-91.533751,220,1285.717073
-26.481099,1600,1286.697843
-63.574936,1600,1287.499979
-31.838608,1600,1288.335149
-14.824271,1600,1288.870539
-35.076263,1600,1289.729938
-72.33635,1600,1290.534646
-36.170901,1600,1291.364928
-31.922811,1600,1292.165529
-88.77471,181,1292.236232
-31.260301,1600,1292.791249
-40.341252,1600,1293.634378
-33.287912,1600,1294.520217
-86.941599,168,1294.577494
-34.519359,1600,1295.39776
-87.913107,170,1295.458933
-88.137728,167,1295.516073
-41.411503,1600,1296.359345
-89.457775,206,1296.436081
-86.47245,171,1296.496474
-12.842117,1600,1297.29566
-86.93717,172,1297.360165
-37.613985,1600,1298.165364
-27.04891,1600,1298.725253
-89.340946,224,1299.072883
-23.228633,1600,1299.612588
-25.698072,1600,1300.478174
-89.237382,219,1300.548439
-85.168556,1600,1301.345555
-21.429641,1600,1302.192523
-27.375419,1600,1302.979685
-89.614674,194,1303.051373
-37.814517,1600,1303.568594
-87.849204,175,1303.898401
-59.656368,1600,1304.427594
-31.216738,1600,1305.25533
-28.976387,1600,1306.083308
-39.878716,1600,1306.918024
-37.758319,1600,1307.43725
-42.293867,1600,1308.247011
-91.26727,230,1308.319663
-11.738767,1600,1309.129231
-33.214532,1600,1309.980486
-89.392445,179,1310.04449
-35.860242,1600,1310.903705
-15.743331,1600,1311.687231
-8.845724,1600,1312.234357
6.930169,1600,1313.055625
-90.654215,217,1313.127642
-39.933231,1600,1313.979074
-88.163291,920,1314.262776
-42.755575,1600,1315.080572
-40.471449,1600,1315.943578
-31.875253,1600,1316.769015
-16.557527,1600,1317.555542
-89.21964,183,1317.622673
-36.560967,1600,1318.177503
-90.05446,189,1318.514597
-7.105757,1600,1319.039848
-15.601599,1600,1319.863192
-21.033858,1600,1320.667415
-95.768376,474,1320.832924
-41.917056,1600,1321.650581
-22.398419,1600,1322.450046
-64.284328,1600,1322.96982
-88.285389,193,1323.307587
-89.835684,183,1323.375503
-7.051464,1600,1323.911552
-31.801782,1600,1324.729293
-32.415328,1600,1325.577472
-29.172629,1600,1326.447025
-87.735432,1600,1327.231172
-91.865647,327,1327.351924
-38.767151,1600,1327.90385
-5.210928,1600,1328.713125
-36.821895,1600,1329.531167
-41.750308,1600,1330.374093
-31.947893,1600,1331.166207
-80.183492,296,1331.277884
-89.8236,211,1331.359294
-87.455252,183,1331.424746
2.233164,1600,1332.252365
-88.752898,204,1332.33317
-46.72329,1600,1333.114012
-37.844859,1600,1333.656738
-88.46238,192,1333.71379
-89.367361,212,1334.059756
-63.237382,1600,1334.594585
-87.769033,170,1334.646553
-57.324676,1600,1335.459557
-89.151849,185,1335.518971
-31.684052,1600,1336.348607
-17.379778,1600,1337.141457
-69.965988,1600,1337.920519
-89.455724,221,1338.004233
-35.856565,1600,1338.843617
-74.1441,1600,1339.379831
-27.302957,1600,1340.187469
-10.854917,1600,1340.994956
-35.792875,1600,1341.846195
-89.678886,241,1341.938856
